"Region","Species","Cscore","Dispersal_syndrome","Dispersal_unit_type","Photo_pathway","Growth_form","Growth_rate","Plant_lifespan_fac","Propagation_type","Resprout","Woodiness","Drought_tol","Fire_tol","Salt_tol","Shade_tol"
"NY","Panax quinquefolius",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Panax trifolius",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Panicum amarum",8,NA,NA,"c4","graminoid","moderate","perennial",NA,"no","herbaceous","low","medium","medium","low"
"NY","Panicum capillare ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Panicum dichotomiflorum",1,"human","fruit","c4","forb","fast","annual",NA,"no","herbaceous","low","low","medium","low"
"NY","Panicum flexile",6,"wind",NA,"c4","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Panicum philadelphicum ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Panicum virgatum",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Parietaria pensylvanica",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Parnassia glauca",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Parnassia palustris",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Paronychia canadensis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Paronychia fastigiata ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Parthenocissus quinquefolia",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Paspalum laeve",10,NA,NA,NA,"graminoid","moderate","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Paspalum setaceum var. setaceum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Piptatherum racemosum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pedicularis canadensis",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pedicularis lanceolata",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pellaea atropurpurea",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pellaea glabella ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Peltandra virginica",6,NA,NA,"c3","forb","slow","perennial",NA,"no","herbaceous","medium","medium","low","medium"
"NY","Penstemon hirsutus",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Penstemon pallidus",10,"wind",NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Penthorum sedoides",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria amphibia ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria arifolia",6,NA,NA,NA,NA,NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Persicaria careyi",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria hydropiperoides",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria lapathifolia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria pensylvanica",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria punctata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria sagittata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria setacea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Persicaria virginiana",5,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Petasites frigidus ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phacelia dubia ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phalaris arundinacea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phaseolus polystachios",10,NA,NA,"c3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phegopteris connectilis",7,"wind","spore","c3","forb",NA,"perennial",NA,NA,"herbaceous","medium",NA,NA,"medium"
"NY","Phegopteris hexagonoptera",7,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Phlox divaricata ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phlox maculata ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phlox pilosa ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phlox subulata ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phoradendron serotinum ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phryma leptostachya",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Physalis grisea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Physalis heterophylla",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Physalis longifolia ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Physalis virginiana ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Physocarpus opulifolius",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Physostegia virginiana ",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Phytolacca americana ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Picea glauca",8,"animal",NA,"c3","tree","slow","perennial",NA,"no","woody","medium","low","low","medium"
"NY","Picea mariana",7,"wind",NA,"c3","tree","slow","perennial",NA,NA,"woody","high","low","low","high"
"NY","Picea rubens",6,"wind",NA,"c3","tree","moderate","perennial",NA,"no","woody","high","low","low","high"
"NY","Pilea fontana",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pilea pumila ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pinguicula vulgaris",10,"water","seed","c3","forb",NA,"perennial","vegetative",NA,"herbaceous","low",NA,NA,"low"
"NY","Pinus banksiana",9,"wind",NA,"c3","tree","fast","perennial",NA,"no","woody","low","low","low","low"
"NY","Pinus echinata",10,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Pinus resinosa",8,"wind",NA,"c3","tree","fast","perennial",NA,"no","woody","low","medium","low","low"
"NY","Pinus rigida",8,NA,NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Pinus strobus",3,"wind","seed","c3","tree","fast","perennial",NA,"no","woody","medium","low","low","medium"
"NY","Pinus virginiana",3,"wind",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Piptatherum canadense",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Piptatherum pungens",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Piptochaetium avenaceum",9,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pityopsis falcata",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Plantago cordata",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Plantago maritima var. juncoides",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Plantago rugelii",0,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Plantago virginica",10,"wind",NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Platanthera aquilonis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera blephariglottis ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera ciliaris",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Platanthera cristata",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera dilatata ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera flava ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera grandiflora",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera hookeri",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera huronensis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera lacera",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera leucophaea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera macrophylla",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera obtusata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera orbiculata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanthera psycodes",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Platanus occidentalis",6,"wind","seed","c3","tree","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Pluchea odorata",7,NA,NA,NA,"forb",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Poa alsodes",3,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Poa cuspidata",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Poa glauca",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Poa interior",10,NA,NA,"c3","graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Poa laxa",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Poa paludigena",10,NA,NA,NA,"graminoid",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Poa palustris",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Poa sylvestris",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Podophyllum peltatum",5,"animal",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Podostemum ceratophyllum",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pogonia ophioglossoides",9,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polanisia dodecandra ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polemonium reptans ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polemonium vanbruntiae",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala brevifolia",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala cruciata",10,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polygala incarnata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala lutea",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala mariana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala nuttallii",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala polygama",5,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polygala sanguinea",1,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polygala senega",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala verticillata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygala paucifolia",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polygonatum biflorum ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygonatum pubescens",7,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polygonella articulata",5,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polygonum achoreum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygonum aviculare",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygonum douglasii",8,NA,NA,"c3","forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polygonum erectum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygonum glaucum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygonum ramosissimum ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polygonum tenue",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polymnia canadensis",7,NA,NA,NA,"forb",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Polypodium appalachianum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polypodium virginianum",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Polystichum acrostichoides",6,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polystichum braunii",8,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Polystichum lonchitis",10,NA,"spore","c3","forb",NA,"perennial",NA,NA,"herbaceous","high",NA,NA,"high"
"NY","Pontederia cordata",4,NA,NA,"c3","forb","moderate","perennial",NA,"no","herbaceous","low","low","low","low"
"NY","Populus balsamifera",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Populus deltoides ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Populus grandidentata",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Populus heterophylla",9,"wind",NA,"c3","tree","moderate","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Populus tremuloides",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton alpinus",9,"water","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,"low","low"
"NY","Potamogeton amplifolius",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton bicupulatus",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Potamogeton confervoides",9,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Potamogeton diversifolius",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton epihydrus",6,NA,NA,"c3","forb","fast","perennial",NA,"no","herbaceous","low","low","low","low"
"NY","Potamogeton foliosus ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton friesii",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton gramineus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton hillii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton illinoensis",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton natans",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton nodosus",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton oakesianus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton obtusifolius",6,"water","fruit","c3","forb",NA,"perennial","vegetative",NA,"herbaceous","low",NA,"low","low"
"NY","Potamogeton perfoliatus",5,"animal","seed","c3","forb",NA,"perennial",NA,NA,"herbaceous","low",NA,"low","low"
"NY","Potamogeton praelongus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton pulcher",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Potamogeton pusillus",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton richardsonii",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton robbinsii",6,NA,NA,NA,"forb","fast","perennial",NA,"no","herbaceous","low","medium","low","low"
"NY","Potamogeton spirillus",7,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Potamogeton strictifolius",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton vaseyi",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potamogeton zosteriformis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potentilla anserina ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potentilla canadensis",2,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Potentilla norvegica",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Potentilla simplex",0,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Prenanthes alba",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prenanthes altissima",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prenanthes boottii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prenanthes crepidinea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prenanthes racemosa",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prenanthes serpentaria",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prenanthes trifoliolata",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Primula meadia",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Primula mistassinica",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prosartes lanuginosa",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Proserpinaca palustris",6,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Proserpinaca pectinata",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prunella vulgaris",1,"water","seed","c3","forb","fast","perennial","seed and vegetative","no","herbaceous","low","low","low","low"
"NY","Prunus americana",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prunus maritima",8,NA,NA,"c3","shrub","moderate","perennial",NA,"no","woody","low","low","low","low"
"NY","Prunus nigra",2,NA,NA,"c3","tree","fast","perennial",NA,"no","woody","low","low","low","low"
"NY","Prunus pensylvanica",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prunus pumila ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prunus serotina ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Prunus virginiana ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pseudognaphalium macounii",1,NA,NA,"c3","forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pseudognaphalium micradenium",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pseudognaphalium obtusifolium",2,NA,NA,NA,"forb",NA,"annual",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ptelea trifoliata ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pteridium aquilinum ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pterospora andromedea",9,"wind",NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ptilimnium capillaceum",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pycnanthemum clinopodioides",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pycnanthemum incanum ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pycnanthemum muticum",8,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pycnanthemum tenuifolium",3,"wind",NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pycnanthemum torrei",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pycnanthemum verticillatum ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pycnanthemum virginianum",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola americana",7,NA,NA,NA,"shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola asarifolia ",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola chlorantha",8,"wind","seed","c3","woody",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Pyrola elliptica",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Pyrola minor",9,"water","seed","c3","shrub",NA,"perennial",NA,NA,"herbaceous","medium",NA,NA,"medium"
"NY","Pyxidanthera barbulata",6,NA,NA,NA,"woody",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Quercus alba",7,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Quercus bicolor",7,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Quercus coccinea",8,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus ilicifolia",7,"animal",NA,"c3","tree","moderate","perennial",NA,NA,"woody",NA,"medium",NA,NA
"NY","Quercus macrocarpa",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Quercus marilandica ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Quercus montana",8,NA,NA,NA,"tree",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Quercus muehlenbergii",8,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","low","low","low","low"
"NY","Quercus palustris",7,"multi","seed","c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus phellos",8,"animal",NA,"c3","tree","fast","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus prinoides",8,"animal",NA,"c3","tree",NA,NA,NA,NA,"woody",NA,NA,NA,NA
"NY","Quercus rubra",7,"multi","fruit","c3","tree","moderate","perennial",NA,"yes","woody","medium","medium","low","medium"
"NY","Quercus shumardii",8,"animal",NA,"c3","tree","moderate","perennial",NA,"no","woody","low","low","low","low"
"NY","Quercus stellata",9,"animal",NA,"c3","tree","slow","perennial",NA,"yes","woody","low","medium","low","low"
"NY","Quercus velutina",7,"animal",NA,"c3","tree","moderate","perennial",NA,"yes","woody","medium","low","low","medium"
"NY","Ranunculus abortivus",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus allegheniensis",6,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus ambigens",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus cymbalaria",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus fascicularis",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus flabellaris",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus flammula ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus hispidus",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus micranthus",8,NA,NA,"c3","forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus pensylvanicus",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus pusillus",10,NA,NA,NA,"forb",NA,NA,NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Ranunculus recurvatus ",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Ranunculus sceleratus ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhamnus alnifolia",9,"animal",NA,"c3","shrub","moderate","perennial",NA,NA,"woody","high","low","low","high"
"NY","Rhexia mariana ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhexia virginica",10,NA,NA,NA,"forb",NA,"perennial",NA,NA,"herbaceous",NA,NA,NA,NA
"NY","Rhinanthus minor",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhodiola integrifolia ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhodiola rosea",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NY","Rhododendron canadense",9,NA,NA,"c3","shrub","moderate","perennial",NA,"yes","woody","high","medium","low","high"
